displacement,category,partisanship,timeframe,starttime,correlation,pvalue
3,Immigration,FarLeft,6,21,0.7938841860374447,0.059347308980842756
1,Islamophobia,Center,6,21,1.0,0.0
1,Islamophobia,CenterRight,6,21,1.0,0.0
4,Islamophobia,FarRight,6,21,1.0,0.0
1,Anti-semitism,Left,6,21,1.0,0.0
1,Anti-semitism,Center,6,21,1.0,0.0
5,Anti-semitism,FarRight,6,21,1.0,0.0
1,Islamophobia,Left,6,22,1.0,0.0
1,Islamophobia,Center,6,22,1.0,0.0
1,Islamophobia,CenterRight,6,22,1.0,0.0
4,Islamophobia,FarRight,6,22,1.0,0.0
1,Anti-semitism,Left,6,22,1.0,0.0
1,Anti-semitism,Center,6,22,1.0,0.0
5,Anti-semitism,FarRight,6,22,1.0,0.0
1,Anti-semitism,Left,6,23,1.0,0.0
1,Anti-semitism,Center,6,23,1.0,0.0
5,Anti-semitism,FarRight,6,23,1.0,0.0
1,Immigration,FarRight,6,24,0.8783100656536798,0.021311641128756765
4,Anti-semitism,FarLeft,6,24,0.7071067811865476,0.11611652351681563
2,Islamophobia,FarLeft,6,25,0.8,0.05599999999999998
4,Islamophobia,Left,6,25,1.0,0.0
4,Islamophobia,Right,6,25,1.0,0.0
2,Immigration,Left,6,26,1.0,0.0
5,Immigration,CenterLeft,6,26,1.0,0.0
3,Immigration,Center,6,26,1.0,0.0
1,Immigration,Right,6,26,1.0,0.0
4,Immigration,FarRight,6,26,0.87831006565368,0.02131164112875669
2,Islamophobia,FarLeft,6,26,0.8,0.05599999999999998
4,Islamophobia,Left,6,26,1.0,0.0
4,Islamophobia,Right,6,26,1.0,0.0
4,Anti-semitism,FarLeft,6,26,1.0,0.0
2,Immigration,Left,6,27,1.0,0.0
5,Immigration,CenterLeft,6,27,1.0,0.0
1,Immigration,Right,6,27,1.0,0.0
4,Immigration,FarRight,6,27,0.8,0.05599999999999998
2,Islamophobia,FarLeft,6,27,0.7592566023652967,0.07995964654558171
4,Islamophobia,Left,6,27,1.0,0.0
4,Islamophobia,Right,6,27,1.0,0.0
4,Anti-semitism,FarLeft,6,27,1.0,0.0
2,Immigration,Left,6,28,1.0,0.0
5,Immigration,CenterLeft,6,28,1.0,0.0
1,Immigration,Right,6,28,1.0,0.0
4,Immigration,FarRight,6,28,0.8,0.05599999999999998
2,Islamophobia,FarLeft,6,28,0.8,0.05599999999999998
4,Islamophobia,Left,6,28,1.0,0.0
4,Islamophobia,Right,6,28,1.0,0.0
4,Anti-semitism,FarLeft,6,28,1.0,0.0
2,Immigration,Left,6,29,1.0,0.0
5,Immigration,CenterLeft,6,29,1.0,0.0
4,Immigration,FarRight,6,29,0.7592566023652967,0.07995964654558171
4,Anti-semitism,FarLeft,6,29,1.0,0.0
4,Immigration,FarLeft,6,30,0.8366600265340756,0.03784096948581312
1,Immigration,CenterLeft,6,30,0.87831006565368,0.02131164112875669
3,Immigration,CenterRight,6,30,0.87831006565368,0.02131164112875669
4,Islamophobia,FarLeft,6,30,0.9797958971132712,0.0006081849444633385
3,Islamophobia,Right,6,30,1.0,0.0
4,Anti-semitism,FarLeft,6,30,1.0,0.0
2,Anti-semitism,CenterRight,6,30,1.0,0.0
4,Immigration,FarLeft,6,31,0.8,0.05599999999999998
1,Immigration,CenterLeft,6,31,0.8,0.05599999999999998
3,Immigration,CenterRight,6,31,0.8,0.05599999999999998
4,Islamophobia,FarLeft,6,31,0.87831006565368,0.02131164112875669
3,Islamophobia,Right,6,31,0.87831006565368,0.02131164112875669
4,Anti-semitism,FarLeft,6,31,1.0,0.0
2,Anti-semitism,CenterRight,6,31,1.0,0.0
4,Immigration,FarLeft,6,32,0.8573214099741123,0.029083503204317823
1,Immigration,CenterLeft,6,32,0.8,0.05599999999999998
3,Immigration,CenterRight,6,32,0.8,0.05599999999999998
2,Anti-semitism,CenterRight,6,32,1.0,0.0
4,Immigration,FarLeft,6,33,0.7970533969860857,0.057601571798804464
1,Immigration,CenterLeft,6,33,0.7592566023652967,0.07995964654558171
3,Immigration,CenterRight,6,33,0.7592566023652967,0.07995964654558171
2,Anti-semitism,CenterRight,6,33,1.0,0.0
4,Immigration,FarLeft,6,34,0.7970533969860856,0.05760157179880459
1,Immigration,CenterLeft,6,34,0.7592566023652967,0.07995964654558171
3,Immigration,CenterRight,6,34,0.7592566023652967,0.07995964654558171
2,Anti-semitism,CenterRight,6,34,0.8783100656536799,0.021311641128756765
4,Immigration,FarLeft,6,35,0.7905694150420948,0.061198819637512426
3,Immigration,Center,6,35,0.7745966692414833,0.07048399691021993
3,Immigration,CenterRight,6,35,0.7745966692414833,0.07048399691021993
2,Anti-semitism,CenterRight,6,35,0.8,0.05599999999999998
4,Immigration,FarRight,6,36,0.7745966692414833,0.07048399691021993
2,Islamophobia,FarLeft,6,36,0.8,0.05599999999999998
4,Islamophobia,CenterLeft,6,36,0.8,0.05599999999999998
5,Islamophobia,Right,6,36,0.7000000000000001,0.12149999999999987
2,Anti-semitism,Right,6,36,0.727606875108999,0.10119150721829538
5,Anti-semitism,FarRight,6,36,0.727606875108999,0.10119150721829538
4,Immigration,FarRight,6,37,0.7592566023652967,0.07995964654558171
2,Islamophobia,FarLeft,6,37,0.8783100656536798,0.021311641128756765
4,Islamophobia,CenterLeft,6,37,0.8783100656536798,0.021311641128756765
2,Anti-semitism,Right,6,37,0.8944271909999159,0.016130089900092574
5,Anti-semitism,FarRight,6,37,0.8944271909999159,0.016130089900092574
4,Immigration,FarRight,6,38,0.8660254037844386,0.025721420742506544
1,Islamophobia,CenterLeft,6,38,1.0,0.0
2,Islamophobia,Right,6,38,0.8,0.05599999999999998
4,Islamophobia,FarRight,6,38,0.8783100656536799,0.021311641128756765
2,Anti-semitism,Right,6,38,0.8944271909999159,0.016130089900092574
5,Anti-semitism,FarRight,6,38,0.8944271909999159,0.016130089900092574
4,Immigration,FarLeft,6,39,0.7592566023652966,0.07995964654558185
3,Immigration,CenterLeft,6,39,0.7592566023652966,0.07995964654558185
4,Immigration,Center,6,39,0.7592566023652966,0.07995964654558185
3,Immigration,CenterRight,6,39,0.727606875108999,0.10119150721829538
4,Immigration,Right,6,39,0.7592566023652966,0.07995964654558185
4,Islamophobia,FarLeft,6,39,0.87831006565368,0.02131164112875669
5,Anti-semitism,FarLeft,6,39,0.7592566023652966,0.07995964654558185
3,Anti-semitism,Right,6,39,0.727606875108999,0.10119150721829538
3,Immigration,CenterLeft,6,40,0.7745966692414833,0.07048399691021993
4,Immigration,Center,6,40,0.7745966692414833,0.07048399691021993
4,Islamophobia,FarLeft,6,40,0.8783100656536799,0.021311641128756765
5,Anti-semitism,FarLeft,6,40,0.7592566023652966,0.07995964654558185
5,Anti-semitism,FarRight,6,40,0.727606875108999,0.10119150721829538
4,Islamophobia,FarLeft,6,41,0.87831006565368,0.02131164112875669
5,Anti-semitism,FarLeft,6,41,0.7592566023652967,0.07995964654558171
4,Islamophobia,FarLeft,6,42,0.8783100656536799,0.021311641128756765
5,Anti-semitism,FarLeft,6,42,0.8,0.05599999999999998
3,Anti-semitism,CenterRight,6,42,0.8,0.05599999999999998
3,Anti-semitism,Right,6,42,0.7905694150420948,0.061198819637512426
5,Islamophobia,Right,6,43,0.7142857142857143,0.11078717201166172
2,Islamophobia,FarRight,6,43,0.8783100656536799,0.021311641128756765
5,Anti-semitism,FarLeft,6,43,0.8,0.05599999999999998
3,Anti-semitism,CenterRight,6,43,0.8,0.05599999999999998
3,Anti-semitism,Right,6,43,0.7905694150420949,0.061198819637512294
5,Anti-semitism,Right,6,43,0.8,0.05599999999999998
1,Immigration,CenterRight,6,44,0.8660254037844386,0.025721420742506544
5,Islamophobia,Right,6,44,0.8783100656536798,0.021311641128756765
2,Islamophobia,FarRight,6,44,0.8783100656536798,0.021311641128756765
5,Anti-semitism,FarLeft,6,44,0.7592566023652967,0.07995964654558171
3,Anti-semitism,CenterRight,6,44,0.7592566023652967,0.07995964654558171
3,Immigration,FarLeft,6,45,1.0,0.0
1,Immigration,CenterLeft,6,45,0.7905694150420948,0.061198819637512426
4,Immigration,CenterLeft,6,45,0.8,0.05599999999999998
2,Immigration,Center,6,45,0.8,0.05599999999999998
5,Immigration,CenterRight,6,45,0.8,0.05599999999999998
3,Immigration,Right,6,45,0.7905694150420949,0.061198819637512294
3,Islamophobia,Right,6,45,0.8783100656536798,0.021311641128756765
5,Transphobia,FarLeft,6,45,1.0,0.0
3,Anti-semitism,FarRight,6,45,0.7071067811865476,0.11611652351681563
3,Immigration,FarLeft,6,46,0.87831006565368,0.02131164112875669
1,Immigration,CenterLeft,6,46,0.9258200997725513,0.00804989310083773
4,Immigration,CenterLeft,6,46,0.8783100656536798,0.021311641128756765
2,Immigration,Center,6,46,0.8783100656536798,0.021311641128756765
3,Islamophobia,Right,6,46,1.0,0.0
5,Transphobia,FarLeft,6,46,1.0,0.0
3,Anti-semitism,FarRight,6,46,0.7071067811865476,0.11611652351681563
3,Islamophobia,CenterRight,6,47,1.0,0.0
3,Anti-semitism,FarRight,6,47,0.7071067811865476,0.11611652351681563
1,Immigration,FarLeft,9,1,0.7556096518348254,0.018529851716163274
2,Immigration,Right,9,1,0.7047138579747256,0.034014562468002246
3,Immigration,Right,9,1,0.7047138579747255,0.03401456246800237
3,Islamophobia,Left,9,1,0.9185586535436918,0.0004683777907674629
4,Islamophobia,CenterRight,9,1,0.9185586535436918,0.0004683777907674629
1,Transphobia,Left,9,1,0.9999999999999999,0.0
3,Transphobia,CenterLeft,9,1,0.9999999999999999,0.0
1,Immigration,FarLeft,9,2,0.7119335046677416,0.03143679641854911
2,Immigration,Right,9,2,0.7047138579747256,0.034014562468002246
1,Islamophobia,FarLeft,9,2,0.7216878364870322,0.02816139690900871
3,Islamophobia,Left,9,2,0.8660254037844386,0.002535996080258107
4,Islamophobia,CenterRight,9,2,0.9185586535436918,0.0004683777907674629
1,Transphobia,Left,9,2,0.9999999999999999,0.0
3,Transphobia,CenterLeft,9,2,0.9999999999999999,0.0
2,Immigration,Right,9,3,0.76271276980969,0.01683905065232822
1,Islamophobia,FarLeft,9,3,0.7216878364870322,0.02816139690900871
4,Islamophobia,FarLeft,9,3,0.9185586535436918,0.0004683777907674629
3,Islamophobia,Left,9,3,0.8660254037844386,0.002535996080258107
1,Transphobia,Left,9,3,0.9999999999999998,5.371280530680616e-55
3,Transphobia,CenterLeft,9,3,0.9999999999999998,5.371280530680616e-55
3,Immigration,Right,9,4,0.758287544405155,0.017879765715722605
1,Islamophobia,FarLeft,9,4,0.7216878364870322,0.02816139690900871
4,Islamophobia,FarLeft,9,4,0.9185586535436917,0.0004683777907674673
3,Islamophobia,Left,9,4,0.8660254037844386,0.002535996080258107
5,Islamophobia,CenterLeft,9,4,0.9185586535436917,0.0004683777907674673
3,Islamophobia,Right,9,4,0.9060606745389328,0.0007623550057120212
1,Transphobia,Left,9,4,0.9999999999999998,5.371280530680616e-55
3,Transphobia,CenterLeft,9,4,0.9999999999999998,5.371280530680616e-55
5,Immigration,FarRight,9,5,0.8528028654224418,0.0034780842650027786
1,Islamophobia,FarLeft,9,5,0.7216878364870322,0.02816139690900871
4,Islamophobia,FarLeft,9,5,0.9185586535436917,0.0004683777907674673
3,Islamophobia,Left,9,5,0.8660254037844386,0.002535996080258107
5,Islamophobia,CenterLeft,9,5,0.9185586535436917,0.0004683777907674673
3,Islamophobia,Right,9,5,0.9060606745389328,0.0007623550057120212
1,Transphobia,Left,9,5,0.9999999999999997,6.076910219039267e-54
3,Transphobia,CenterLeft,9,5,0.9999999999999997,6.076910219039267e-54
3,Anti-semitism,Center,9,5,0.9999999999999999,0.0
5,Anti-semitism,CenterRight,9,5,0.9999999999999999,0.0
1,Transphobia,Left,9,6,0.9999999999999997,6.076910219039267e-54
3,Transphobia,CenterLeft,9,6,0.9999999999999997,6.076910219039267e-54
3,Anti-semitism,Center,9,6,0.9999999999999998,5.371280530680616e-55
1,Transphobia,Left,9,7,0.9999999999999996,6.076910219039267e-54
3,Transphobia,CenterLeft,9,7,0.9999999999999996,6.076910219039267e-54
3,Anti-semitism,Center,9,7,0.9999999999999998,5.371280530680616e-55
3,Islamophobia,Right,9,8,0.7559289460184544,0.01845152851301589
3,Anti-semitism,Center,9,8,0.9999999999999997,6.076910219039267e-54
3,Islamophobia,Right,9,9,0.7559289460184544,0.01845152851301589
3,Anti-semitism,Center,9,9,0.9999999999999997,6.076910219039267e-54
3,Anti-semitism,Center,9,10,0.9999999999999996,6.076910219039267e-54
1,Islamophobia,Center,9,14,0.9999999999999998,5.371280530680616e-55
4,Islamophobia,Right,9,14,0.9999999999999998,5.371280530680616e-55
1,Islamophobia,Center,9,15,0.9999999999999998,5.371280530680616e-55
4,Islamophobia,Right,9,15,0.9999999999999998,5.371280530680616e-55
1,Immigration,FarLeft,9,16,0.7071067811865476,0.033145500263773685
1,Islamophobia,Center,9,16,1.0,0.0
4,Anti-semitism,FarLeft,9,16,1.0,0.0
1,Anti-semitism,Center,9,16,1.0,0.0
1,Immigration,FarLeft,9,17,0.7071067811865476,0.033145500263773685
1,Islamophobia,Center,9,17,1.0,0.0
1,Anti-semitism,Center,9,17,1.0,0.0
1,Islamophobia,Center,9,18,1.0,0.0
1,Anti-semitism,Left,9,18,0.9999999999999999,0.0
1,Anti-semitism,Center,9,18,0.9999999999999999,0.0
1,Islamophobia,Center,9,19,0.9999999999999999,0.0
1,Islamophobia,CenterRight,9,19,0.9999999999999999,0.0
1,Anti-semitism,Left,9,19,0.9999999999999999,0.0
1,Anti-semitism,Center,9,19,0.9999999999999999,0.0
1,Anti-semitism,Left,9,20,0.9999999999999998,5.371280530680616e-55
1,Anti-semitism,Center,9,20,0.9999999999999998,5.371280530680616e-55
5,Anti-semitism,FarRight,9,20,0.9999999999999998,5.371280530680616e-55
4,Anti-semitism,FarLeft,9,21,0.7559289460184544,0.01845152851301589
4,Anti-semitism,FarLeft,9,22,0.7559289460184544,0.01845152851301589
4,Anti-semitism,FarLeft,9,23,0.7559289460184544,0.01845152851301589
4,Anti-semitism,FarLeft,9,24,0.7559289460184544,0.01845152851301589
2,Islamophobia,FarLeft,9,25,0.7456011350793257,0.02109816337061647
4,Islamophobia,Left,9,25,0.9999999999999998,5.371280530680616e-55
4,Islamophobia,Right,9,25,0.9999999999999998,5.371280530680616e-55
2,Immigration,Left,9,26,0.9999999999999999,0.0
5,Immigration,CenterLeft,9,26,0.9999999999999999,0.0
4,Immigration,FarRight,9,26,0.7071067811865475,0.033145500263773685
2,Islamophobia,FarLeft,9,26,0.7456011350793257,0.02109816337061647
4,Islamophobia,Left,9,26,0.9999999999999997,6.076910219039267e-54
4,Anti-semitism,FarLeft,9,26,0.9999999999999998,5.371280530680616e-55
1,Immigration,CenterLeft,9,27,0.8838834764831844,0.0015652779531728236
3,Immigration,CenterRight,9,27,0.8838834764831844,0.0015652779531728236
4,Islamophobia,FarLeft,9,27,0.825651882410399,0.006116347401814529
4,Anti-semitism,FarLeft,9,27,1.0,0.0
2,Anti-semitism,CenterRight,9,27,0.8838834764831844,0.0015652779531728236
1,Immigration,CenterLeft,9,28,0.8029550685469662,0.009167452294336171
3,Immigration,CenterRight,9,28,0.8029550685469662,0.009167452294336171
4,Islamophobia,FarLeft,9,28,0.7608859102526823,0.01726365656435061
4,Anti-semitism,FarLeft,9,28,1.0,0.0
2,Anti-semitism,CenterRight,9,28,0.8838834764831844,0.0015652779531728236
1,Immigration,CenterLeft,9,29,0.7456011350793258,0.02109816337061647
3,Immigration,CenterRight,9,29,0.7456011350793258,0.02109816337061647
2,Anti-semitism,CenterRight,9,29,0.8838834764831844,0.0015652779531728236
1,Immigration,CenterLeft,9,30,0.7071067811865475,0.033145500263773685
3,Immigration,CenterRight,9,30,0.7071067811865475,0.033145500263773685
2,Anti-semitism,CenterRight,9,30,0.9999999999999999,0.0
4,Immigration,FarLeft,9,31,0.7462025072446367,0.02093757020692455
1,Immigration,CenterLeft,9,31,0.7071067811865476,0.033145500263773685
3,Immigration,CenterRight,9,31,0.7071067811865476,0.033145500263773685
2,Anti-semitism,CenterRight,9,31,0.8838834764831844,0.0015652779531728236
4,Immigration,FarLeft,9,32,0.7462025072446367,0.02093757020692455
3,Immigration,CenterRight,9,32,0.7071067811865476,0.033145500263773685
2,Anti-semitism,CenterRight,9,32,0.8029550685469661,0.009167452294336171
4,Immigration,FarLeft,9,33,0.7160894433721887,0.030012462458393036
2,Anti-semitism,CenterRight,9,33,0.7456011350793257,0.02109816337061647
4,Immigration,FarLeft,9,34,0.710805708506027,0.03183077797069592
4,Immigration,FarLeft,9,35,0.710805708506027,0.03183077797069592
5,Anti-semitism,FarLeft,9,37,0.7071067811865476,0.033145500263773685
4,Islamophobia,FarLeft,9,38,0.8029550685469661,0.009167452294336171
4,Islamophobia,FarLeft,9,39,0.8029550685469661,0.009167452294336171
5,Anti-semitism,FarLeft,9,40,0.7071067811865476,0.033145500263773685
3,Anti-semitism,Right,9,40,0.7071067811865476,0.033145500263773685
5,Anti-semitism,FarLeft,9,41,0.7071067811865476,0.033145500263773685
5,Anti-semitism,FarLeft,9,42,0.7456011350793257,0.02109816337061647
3,Anti-semitism,CenterRight,9,42,0.7456011350793257,0.02109816337061647
3,Anti-semitism,Right,9,42,0.737043474095502,0.02347237633780696
5,Islamophobia,Right,9,43,0.7500000000000001,0.019942126131992526
5,Anti-semitism,FarLeft,9,43,0.7456011350793257,0.02109816337061647
3,Anti-semitism,CenterRight,9,43,0.7456011350793257,0.02109816337061647
5,Islamophobia,Right,9,44,0.802955068546966,0.009167452294336215
5,Anti-semitism,FarLeft,9,44,0.7071067811865477,0.033145500263773615
3,Immigration,FarLeft,9,45,0.7499999999999999,0.019942126131992526
4,Immigration,CenterLeft,9,45,0.7071067811865477,0.033145500263773615
2,Immigration,Center,9,45,0.7071067811865477,0.033145500263773615
3,Immigration,FarLeft,9,46,0.7631578947368419,0.01673665767153469
1,Immigration,CenterLeft,9,46,0.737043474095502,0.02347237633780696
4,Immigration,CenterLeft,9,46,0.7456011350793257,0.02109816337061647
2,Immigration,Center,9,46,0.7456011350793257,0.02109816337061647
3,Transphobia,FarLeft,9,47,0.7559289460184545,0.018451528513015847
3,Islamophobia,Left,12,1,0.8435490220263846,0.0005641629288005388
1,Transphobia,Left,12,1,1.0,0.0
3,Transphobia,CenterLeft,12,1,1.0,0.0
1,Islamophobia,FarLeft,12,2,0.7085811785021634,0.00989466959436102
3,Islamophobia,Left,12,2,0.8435490220263848,0.0005641629288005351
1,Transphobia,Left,12,2,1.0,0.0
3,Transphobia,CenterLeft,12,2,1.0,0.0
1,Islamophobia,FarLeft,12,3,0.7216671277871477,0.00805822268611704
4,Islamophobia,FarLeft,12,3,0.8946750577612215,8.533050442419593e-05
3,Islamophobia,Left,12,3,0.8528793328393564,0.0004217410916947253
1,Transphobia,Left,12,3,1.0,0.0
3,Transphobia,CenterLeft,12,3,1.0,0.0
3,Immigration,Right,12,4,0.7370142713401826,0.006243685592646171
1,Islamophobia,FarLeft,12,4,0.7216671277871478,0.008058222686117012
4,Islamophobia,FarLeft,12,4,0.8946750577612215,8.533050442419593e-05
3,Islamophobia,Left,12,4,0.8528793328393565,0.00042174109169472213
5,Islamophobia,CenterLeft,12,4,0.8946750577612215,8.533050442419593e-05
3,Islamophobia,Right,12,4,0.9016696346674321,6.125653822355388e-05
1,Transphobia,Left,12,4,1.0,0.0
3,Transphobia,CenterLeft,12,4,1.0,0.0
5,Immigration,FarRight,12,5,0.7206037585776718,0.008197096387987891
1,Islamophobia,FarLeft,12,5,0.7388664511337207,0.006047561707797953
4,Islamophobia,FarLeft,12,5,0.8992288030258971,6.895412908523902e-05
3,Islamophobia,Left,12,5,0.8673649643743677,0.0002576554352021757
3,Islamophobia,CenterLeft,12,5,0.7181848464596078,0.00851966201763509
5,Islamophobia,CenterLeft,12,5,0.8992288030258971,6.895412908523902e-05
3,Islamophobia,Right,12,5,0.9093167004848314,4.1408694765348504e-05
1,Transphobia,Left,12,5,1.0,0.0
3,Transphobia,CenterLeft,12,5,1.0,0.0
3,Anti-semitism,Center,12,5,1.0,0.0
1,Transphobia,Left,12,6,1.0,0.0
3,Transphobia,CenterLeft,12,6,1.0,0.0
3,Anti-semitism,Center,12,6,1.0,0.0
1,Transphobia,Left,12,7,1.0,0.0
3,Transphobia,CenterLeft,12,7,1.0,0.0
3,Anti-semitism,Center,12,7,1.0,0.0
3,Anti-semitism,Center,12,8,1.0,0.0
3,Anti-semitism,Center,12,9,1.0,0.0
3,Anti-semitism,Center,12,10,1.0,0.0
1,Islamophobia,Center,12,13,0.7745966692414834,0.003094086686210892
1,Anti-semitism,Center,12,13,1.0,0.0
1,Islamophobia,Center,12,14,1.0,0.0
1,Anti-semitism,Center,12,14,1.0,0.0
1,Islamophobia,Center,12,15,1.0,0.0
1,Anti-semitism,Center,12,15,1.0,0.0
1,Islamophobia,Center,12,16,1.0,0.0
1,Anti-semitism,Center,12,16,1.0,0.0
1,Islamophobia,Center,12,17,0.7745966692414833,0.003094086686210892
4,Islamophobia,Right,12,17,0.7745966692414834,0.003094086686210892
1,Anti-semitism,Center,12,17,1.0,0.0
1,Islamophobia,Center,12,18,0.7745966692414833,0.003094086686210892
4,Islamophobia,Right,12,18,0.7745966692414834,0.003094086686210892
4,Anti-semitism,FarLeft,12,18,0.7745966692414834,0.003094086686210892
4,Anti-semitism,FarLeft,12,19,0.7745966692414834,0.003094086686210892
4,Anti-semitism,FarLeft,12,20,0.7745966692414834,0.003094086686210892
4,Anti-semitism,FarLeft,12,21,0.7745966692414833,0.003094086686210892
4,Anti-semitism,FarLeft,12,22,0.7745966692414832,0.003094086686210906
4,Anti-semitism,FarLeft,12,23,0.7745966692414832,0.003094086686210906
4,Anti-semitism,FarLeft,12,24,0.9046557008309871,5.277540519013216e-05
2,Anti-semitism,CenterRight,12,24,0.8058229640253803,0.0015533200397523125
1,Immigration,CenterLeft,12,25,0.7458152383799167,0.005352819828809963
3,Immigration,CenterRight,12,25,0.7458152383799167,0.005352819828809963
4,Anti-semitism,FarLeft,12,25,0.8981774262781437,7.249485004625787e-05
2,Anti-semitism,CenterRight,12,25,0.8866206949335732,0.00012162848260808039
1,Immigration,CenterLeft,12,26,0.7458152383799167,0.005352819828809963
3,Immigration,CenterRight,12,26,0.7458152383799167,0.005352819828809963
2,Anti-semitism,CenterRight,12,26,0.8866206949335731,0.00012162848260808039
1,Immigration,CenterLeft,12,27,0.7006490497453708,0.011149652117061341
3,Immigration,CenterRight,12,27,0.7006490497453708,0.011149652117061341
2,Anti-semitism,CenterRight,12,27,0.8866206949335732,0.00012162848260808039
1,Immigration,CenterLeft,12,28,0.7006490497453708,0.011149652117061341
3,Immigration,CenterRight,12,28,0.7006490497453708,0.011149652117061341
2,Anti-semitism,CenterRight,12,28,0.8058229640253801,0.0015533200397523294
2,Anti-semitism,CenterRight,12,29,0.7458152383799168,0.005352819828809943
2,Anti-semitism,CenterRight,12,30,0.7458152383799169,0.005352819828809918
5,Anti-semitism,FarLeft,12,42,0.7006490497453708,0.011149652117061341
5,Islamophobia,Right,12,44,0.8203542264348442,0.0010806177310916881
2,Immigration,Center,12,45,0.7006490497453708,0.011149652117061341
1,Immigration,CenterLeft,12,46,0.7568892626614568,0.004372168914299136
2,Immigration,Center,12,46,0.745815238379917,0.005352819828809918
3,Transphobia,FarLeft,12,47,0.7745966692414832,0.003094086686210906
